"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	291028	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	291028	8.2466
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	151372	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	154104	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	163422	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	377262	8.4822
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	377262	7.1568
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	379448	5.7979
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	379448	11.0687
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	379448	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	382213	6.8025
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	382213	9.9421
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	382213	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	386147	5.6973
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	386147	8.2870
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	386147	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	390429	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	390429	6.6593
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	390429	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	396962	5.7940
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	396962	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	396962	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	419788	5.9554
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	419788	7.6229
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	422718	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	422718	9.9357
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	425071	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	425071	7.5282
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	430838	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	430838	6.9632
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	436041	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	436041	6.1921
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	442516	5.1976
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	442516	5.8755
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	494688	5.8623
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	494688	11.3203
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	494593	5.0547
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	76	494593	15.3662
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	494804	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59	494804	11.9239
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	496950	4.2258
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	44	496950	8.8540
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	496950	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	500800	4.7923
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52	500800	10.3834
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	507531	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	507531	6.6991
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	507531	Unreliable
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	100157	Unreliable
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	156433	Unreliable
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	154721	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	110433	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	110527	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	111159	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	112355	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	114093	Unreliable
	"Georgia"	"13"	"Catoosa County, GA"	"13047"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	65046	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	265128	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	271544	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	271544	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	276434	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	278434	7.1830
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	283379	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	212232	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	214346	9.3307
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	218286	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	221315	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	225106	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	230985	9.0915
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	259424	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	261532	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	265888	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	265888	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	684776	3.3588
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	684776	6.8636
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	688078	5.0866
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	697553	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	46	697553	6.5945
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	707442	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	707442	7.0677
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	717190	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	80	717190	11.1546
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	730981	4.7881
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	63	730981	8.6186
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	730981	Unreliable
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	139257	Unreliable
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	130929	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	690658	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	690658	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	691893	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	691893	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	699893	3.0005
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	699893	2.8576
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	707089	3.8185
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	713340	2.9439
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	713340	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	722161	4.0157
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	722161	Unreliable
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	138776	Unreliable
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	138776	Unreliable
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	96317	Unreliable
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	96177	Unreliable
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	181840	Unreliable
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	195405	Unreliable
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	204302	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	40	905511	4.4174
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	905511	2.9817
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	43	920581	4.6710
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	39	920581	4.2365
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	15	920581	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	40	949599	4.2123
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	949599	4.0017
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	977773	4.6023
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	977773	2.8637
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	45	984293	4.5718
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	984293	4.3686
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	984293	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	82	996319	8.2303
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	33	996319	3.3122
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	996319	Unreliable
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	81508	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2009"	"2009"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	796276	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	796276	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	796276	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	805321	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	805321	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	824941	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	824941	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	842046	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	842046	Unreliable
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	859304	2.6766
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	859304	2.3275
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	877922	2.7337
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	877922	Unreliable
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	179684	Unreliable
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	183052	Unreliable
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	185416	Unreliable
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	187745	Unreliable
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	190761	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	199622	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	203922	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	207360	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	209053	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	211128	Unreliable
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	213869	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	189885	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	194107	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	194107	Unreliable
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	198413	Unreliable
