"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Kendall County, IL"	"17093"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	934574	2.2470
	"Illinois"	"17"	"Knox County, IL"	"17095"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	419324	6.4389
	"Illinois"	"17"	"Knox County, IL"	"17095"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	419324	Unreliable
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	5622330	Unreliable
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	381	5622330	6.7765
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	159	5622330	2.8280
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	5622330	Unreliable
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	38	5622330	0.6759
	"Illinois"	"17"	"Lake County, IL"	"17097"	"Assault by drugs, medicaments and biological substances"	"X85"	32	5622330	0.5692
	"Illinois"	"17"	"LaSalle County, IL"	"17099"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	139	903342	15.3873
	"Illinois"	"17"	"LaSalle County, IL"	"17099"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	29	903342	3.2103
	"Illinois"	"17"	"LaSalle County, IL"	"17099"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	903342	Unreliable
	"Illinois"	"17"	"Lawrence County, IL"	"17101"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	133487	Unreliable
	"Illinois"	"17"	"Lee County, IL"	"17103"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	283173	8.1222
	"Illinois"	"17"	"Lee County, IL"	"17103"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	283173	Unreliable
	"Illinois"	"17"	"Livingston County, IL"	"17105"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	307367	Unreliable
	"Illinois"	"17"	"Livingston County, IL"	"17105"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	19	307367	Unreliable
	"Illinois"	"17"	"Logan County, IL"	"17107"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	240517	Unreliable
	"Illinois"	"17"	"McHenry County, IL"	"17111"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	161	2463197	6.5362
	"Illinois"	"17"	"McHenry County, IL"	"17111"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	82	2463197	3.3290
	"Illinois"	"17"	"McHenry County, IL"	"17111"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	26	2463197	1.0555
	"Illinois"	"17"	"McLean County, IL"	"17113"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	95	1369835	6.9351
	"Illinois"	"17"	"McLean County, IL"	"17113"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	1369835	2.0440
	"Illinois"	"17"	"McLean County, IL"	"17113"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23	1369835	1.6790
	"Illinois"	"17"	"Macon County, IL"	"17115"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	52	877871	5.9234
	"Illinois"	"17"	"Macon County, IL"	"17115"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	877871	Unreliable
	"Illinois"	"17"	"Macon County, IL"	"17115"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	877871	Unreliable
	"Illinois"	"17"	"Macoupin County, IL"	"17117"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	377783	Unreliable
	"Illinois"	"17"	"Macoupin County, IL"	"17117"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	377783	Unreliable
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	16	2142828	Unreliable
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	289	2142828	13.4869
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	116	2142828	5.4134
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	2142828	Unreliable
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	16	2142828	Unreliable
	"Illinois"	"17"	"Madison County, IL"	"17119"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	2142828	Unreliable
	"Illinois"	"17"	"Marion County, IL"	"17121"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	312457	6.7209
	"Illinois"	"17"	"Marion County, IL"	"17121"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	312457	7.6811
	"Illinois"	"17"	"Marion County, IL"	"17121"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	312457	Unreliable
	"Illinois"	"17"	"Monroe County, IL"	"17133"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	266095	Unreliable
	"Illinois"	"17"	"Montgomery County, IL"	"17135"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	237883	Unreliable
	"Illinois"	"17"	"Morgan County, IL"	"17137"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	282549	Unreliable
	"Illinois"	"17"	"Ogle County, IL"	"17141"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	423012	5.2008
	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11	1494284	Unreliable
	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	155	1494284	10.3729
	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	1494284	1.7400
	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	1494284	Unreliable
	"Illinois"	"17"	"Peoria County, IL"	"17143"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1494284	Unreliable
	"Illinois"	"17"	"Perry County, IL"	"17145"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	176582	Unreliable
	"Illinois"	"17"	"Randolph County, IL"	"17157"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	265516	7.9091
	"Illinois"	"17"	"Randolph County, IL"	"17157"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	265516	Unreliable
	"Illinois"	"17"	"Rock Island County, IL"	"17161"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	1177066	3.3133
	"Illinois"	"17"	"Rock Island County, IL"	"17161"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	1177066	2.6337
	"Illinois"	"17"	"Rock Island County, IL"	"17161"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	1177066	Unreliable
	"Illinois"	"17"	"St. Clair County, IL"	"17163"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	162	2140916	7.5669
	"Illinois"	"17"	"St. Clair County, IL"	"17163"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	96	2140916	4.4841
	"Illinois"	"17"	"St. Clair County, IL"	"17163"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	2140916	Unreliable
	"Illinois"	"17"	"Saline County, IL"	"17165"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	198990	14.0711
	"Illinois"	"17"	"Sangamon County, IL"	"17167"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	29	1583708	1.8311
	"Illinois"	"17"	"Sangamon County, IL"	"17167"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	1583708	Unreliable
	"Illinois"	"17"	"Sangamon County, IL"	"17167"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	99	1583708	6.2512
	"Illinois"	"17"	"Sangamon County, IL"	"17167"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	64	1583708	4.0411
	"Illinois"	"17"	"Sangamon County, IL"	"17167"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1583708	Unreliable
	"Illinois"	"17"	"Stephenson County, IL"	"17177"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	376754	Unreliable
	"Illinois"	"17"	"Stephenson County, IL"	"17177"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	15	376754	Unreliable
	"Illinois"	"17"	"Tazewell County, IL"	"17179"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	80	1082810	7.3882
	"Illinois"	"17"	"Tazewell County, IL"	"17179"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	1082810	3.8788
	"Illinois"	"17"	"Vermilion County, IL"	"17183"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	54	646840	8.3483
	"Illinois"	"17"	"Vermilion County, IL"	"17183"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	646840	3.7103
	"Illinois"	"17"	"Whiteside County, IL"	"17195"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	463695	5.1758
	"Illinois"	"17"	"Whiteside County, IL"	"17195"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	463695	Unreliable
	"Illinois"	"17"	"Whiteside County, IL"	"17195"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	463695	Unreliable
	"Illinois"	"17"	"Will County, IL"	"17197"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	14	5443496	Unreliable
	"Illinois"	"17"	"Will County, IL"	"17197"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	400	5443496	7.3482
	"Illinois"	"17"	"Will County, IL"	"17197"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	115	5443496	2.1126
	"Illinois"	"17"	"Will County, IL"	"17197"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	17	5443496	Unreliable
	"Illinois"	"17"	"Will County, IL"	"17197"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	15	5443496	Unreliable
	"Illinois"	"17"	"Will County, IL"	"17197"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	5443496	0.7348
	"Illinois"	"17"	"Williamson County, IL"	"17199"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	532954	Unreliable
	"Illinois"	"17"	"Williamson County, IL"	"17199"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	58	532954	10.8827
	"Illinois"	"17"	"Winnebago County, IL"	"17201"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	12	2338952	Unreliable
	"Illinois"	"17"	"Winnebago County, IL"	"17201"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	370	2338952	15.8191
	"Illinois"	"17"	"Winnebago County, IL"	"17201"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	133	2338952	5.6863
	"Illinois"	"17"	"Winnebago County, IL"	"17201"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	10	2338952	Unreliable
	"Illinois"	"17"	"Winnebago County, IL"	"17201"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23	2338952	0.9833
	"Illinois"	"17"	"Woodford County, IL"	"17203"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	311310	6.4245
	"Indiana"	"18"	"Adams County, IN"	"18001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	276072	Unreliable
	"Indiana"	"18"	"Allen County, IN"	"18003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	68	2876407	2.3641
	"Indiana"	"18"	"Allen County, IN"	"18003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	208	2876407	7.2312
	"Indiana"	"18"	"Allen County, IN"	"18003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	49	2876407	1.7035
	"Indiana"	"18"	"Allen County, IN"	"18003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	2876407	Unreliable
	"Indiana"	"18"	"Bartholomew County, IN"	"18005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	627405	Unreliable
	"Indiana"	"18"	"Bartholomew County, IN"	"18005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	53	627405	8.4475
	"Indiana"	"18"	"Blackford County, IN"	"18009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	100857	Unreliable
	"Indiana"	"18"	"Boone County, IN"	"18011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	469364	Unreliable
	"Indiana"	"18"	"Boone County, IN"	"18011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	469364	7.4569
	"Indiana"	"18"	"Brown County, IN"	"18013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	120921	Unreliable
	"Indiana"	"18"	"Carroll County, IN"	"18015"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	160363	Unreliable
	"Indiana"	"18"	"Clark County, IN"	"18019"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	13	892797	Unreliable
	"Indiana"	"18"	"Clark County, IN"	"18019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	892797	3.0242
	"Indiana"	"18"	"Clark County, IN"	"18019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	135	892797	15.1210
	"Indiana"	"18"	"Clay County, IN"	"18021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	214448	Unreliable
	"Indiana"	"18"	"Clinton County, IN"	"18023"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	264283	14.0001
	"Indiana"	"18"	"Dearborn County, IN"	"18029"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	398430	8.0315
	"Indiana"	"18"	"Dearborn County, IN"	"18029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	398430	10.5414
	"Indiana"	"18"	"Decatur County, IN"	"18031"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	16	208243	Unreliable
	"Indiana"	"18"	"De Kalb County, IN"	"18033"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	24	338371	7.0928
	"Indiana"	"18"	"Delaware County, IN"	"18035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	47	938602	5.0074
	"Indiana"	"18"	"Delaware County, IN"	"18035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	105	938602	11.1869
	"Indiana"	"18"	"Delaware County, IN"	"18035"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	938602	Unreliable
	"Indiana"	"18"	"Dubois County, IN"	"18037"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	337178	Unreliable
	"Indiana"	"18"	"Elkhart County, IN"	"18039"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	1597403	Unreliable
	"Indiana"	"18"	"Elkhart County, IN"	"18039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	68	1597403	4.2569
	"Indiana"	"18"	"Elkhart County, IN"	"18039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	62	1597403	3.8813
	"Indiana"	"18"	"Fayette County, IN"	"18041"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	191985	Unreliable
	"Indiana"	"18"	"Fayette County, IN"	"18041"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	191985	18.2306
	"Indiana"	"18"	"Floyd County, IN"	"18043"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	602110	3.9860
	"Indiana"	"18"	"Floyd County, IN"	"18043"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	67	602110	11.1275
	"Indiana"	"18"	"Franklin County, IN"	"18047"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	184379	Unreliable
	"Indiana"	"18"	"Franklin County, IN"	"18047"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	184379	Unreliable
	"Indiana"	"18"	"Gibson County, IN"	"18051"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	268288	Unreliable
	"Indiana"	"18"	"Grant County, IN"	"18053"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	555303	Unreliable
	"Indiana"	"18"	"Grant County, IN"	"18053"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	103	555303	18.5484
	"Indiana"	"18"	"Greene County, IN"	"18055"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	262920	16.3548
	"Indiana"	"18"	"Hamilton County, IN"	"18057"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	2287255	1.3116
	"Indiana"	"18"	"Hamilton County, IN"	"18057"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	100	2287255	4.3721
	"Indiana"	"18"	"Hamilton County, IN"	"18057"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	2287255	0.8744
	"Indiana"	"18"	"Hamilton County, IN"	"18057"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	13	2287255	Unreliable
	"Indiana"	"18"	"Hancock County, IN"	"18059"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	564827	3.8950
	"Indiana"	"18"	"Hancock County, IN"	"18059"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59	564827	10.4457
	"Indiana"	"18"	"Harrison County, IN"	"18061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	313650	Unreliable
	"Indiana"	"18"	"Harrison County, IN"	"18061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	313650	7.0142
	"Indiana"	"18"	"Hendricks County, IN"	"18063"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	1196642	Unreliable
	"Indiana"	"18"	"Hendricks County, IN"	"18063"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	1196642	1.8385
	"Indiana"	"18"	"Hendricks County, IN"	"18063"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	1196642	Unreliable
	"Indiana"	"18"	"Hendricks County, IN"	"18063"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	45	1196642	3.7605
	"Indiana"	"18"	"Hendricks County, IN"	"18063"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	36	1196642	3.0084
	"Indiana"	"18"	"Henry County, IN"	"18065"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	78	393820	19.8060
	"Indiana"	"18"	"Henry County, IN"	"18065"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	393820	Unreliable
	"Indiana"	"18"	"Howard County, IN"	"18067"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	662872	3.3189
	"Indiana"	"18"	"Howard County, IN"	"18067"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	34	662872	5.1292
	"Indiana"	"18"	"Howard County, IN"	"18067"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	113	662872	17.0470
	"Indiana"	"18"	"Huntington County, IN"	"18069"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	295898	14.1941
	"Indiana"	"18"	"Jackson County, IN"	"18071"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	343168	Unreliable
	"Indiana"	"18"	"Jackson County, IN"	"18071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	49	343168	14.2787
	"Indiana"	"18"	"Jasper County, IN"	"18073"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	267117	Unreliable
	"Indiana"	"18"	"Jay County, IN"	"18075"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	170425	Unreliable
	"Indiana"	"18"	"Jefferson County, IN"	"18077"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23	259743	8.8549
	"Indiana"	"18"	"Jennings County, IN"	"18079"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	226046	Unreliable
	"Indiana"	"18"	"Jennings County, IN"	"18079"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	226046	15.0412
	"Indiana"	"18"	"Johnson County, IN"	"18081"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	1142724	Unreliable
	"Indiana"	"18"	"Johnson County, IN"	"18081"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	41	1142724	3.5879
	"Indiana"	"18"	"Johnson County, IN"	"18081"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	10	1142724	Unreliable
	"Indiana"	"18"	"Johnson County, IN"	"18081"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	1142724	Unreliable
	"Indiana"	"18"	"Johnson County, IN"	"18081"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	82	1142724	7.1758
	"Indiana"	"18"	"Knox County, IN"	"18083"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	305877	Unreliable
	"Indiana"	"18"	"Kosciusko County, IN"	"18085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	621804	Unreliable
	"Indiana"	"18"	"Kosciusko County, IN"	"18085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	621804	5.6288
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	114	3945998	2.8890
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	143	3945998	3.6239
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	90	3945998	2.2808
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	12	3945998	Unreliable
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	36	3945998	0.9123
	"Indiana"	"18"	"Lake County, IN"	"18089"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	10	3945998	Unreliable
