"Notes"	"Year"	"Year Code"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"North Carolina"	"37"	"Guilford County, NC"	"37081"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	468466	6.8
	"2007"	"2007"	"North Carolina"	"37"	"Iredell County, NC"	"37097"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	151944	13.8
	"2007"	"2007"	"North Carolina"	"37"	"Mecklenburg County, NC"	"37119"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	862177	4.8
	"2007"	"2007"	"North Carolina"	"37"	"New Hanover County, NC"	"37129"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	194339	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Onslow County, NC"	"37133"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	163256	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Rockingham County, NC"	"37157"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	93164	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Rowan County, NC"	"37159"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	135626	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Rutherford County, NC"	"37161"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	66305	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	30	821607	3.7
	"2007"	"2007"	"North Carolina"	"37"	"Wake County, NC"	"37183"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	821607	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Wayne County, NC"	"37191"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	118942	Unreliable
	"2007"	"2007"	"North Carolina"	"37"	"Wilkes County, NC"	"37193"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	68966	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Athens County, OH"	"39009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	64102	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Butler County, OH"	"39017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	361192	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Butler County, OH"	"39017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	361192	6.4
	"2007"	"2007"	"Ohio"	"39"	"Butler County, OH"	"39017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	361192	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Clark County, OH"	"39023"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	139829	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Clermont County, OH"	"39025"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	194346	14.9
	"2007"	"2007"	"Ohio"	"39"	"Crawford County, OH"	"39033"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	44634	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	1301540	6.1
	"2007"	"2007"	"Ohio"	"39"	"Cuyahoga County, OH"	"39035"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	50	1301540	3.8
	"2007"	"2007"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	84	1127174	7.5
	"2007"	"2007"	"Ohio"	"39"	"Franklin County, OH"	"39049"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	105	1127174	9.3
	"2007"	"2007"	"Ohio"	"39"	"Greene County, OH"	"39057"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	159055	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	75	801815	9.4
	"2007"	"2007"	"Ohio"	"39"	"Hamilton County, OH"	"39061"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	801815	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Lake County, OH"	"39085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	228930	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Lake County, OH"	"39085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	228930	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Lorain County, OH"	"39093"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	12	298609	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Lucas County, OH"	"39095"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	445482	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Lucas County, OH"	"39095"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	52	445482	11.7
	"2007"	"2007"	"Ohio"	"39"	"Mahoning County, OH"	"39099"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	243453	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	54	540667	10.0
	"2007"	"2007"	"Ohio"	"39"	"Montgomery County, OH"	"39113"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	77	540667	14.2
	"2007"	"2007"	"Ohio"	"39"	"Ross County, OH"	"39141"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	77419	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Scioto County, OH"	"39145"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	78775	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Stark County, OH"	"39151"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	376877	Unreliable
	"2007"	"2007"	"Ohio"	"39"	"Summit County, OH"	"39153"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	544275	5.9
	"2007"	"2007"	"Ohio"	"39"	"Summit County, OH"	"39153"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	544275	6.2
	"2007"	"2007"	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	214296	17.7
	"2007"	"2007"	"Ohio"	"39"	"Trumbull County, OH"	"39155"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	214296	11.7
	"2007"	"2007"	"Ohio"	"39"	"Warren County, OH"	"39165"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	205258	Unreliable
	"2007"	"2007"	"Oklahoma"	"40"	"Cleveland County, OK"	"40027"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	241409	Unreliable
	"2007"	"2007"	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	695706	Unreliable
	"2007"	"2007"	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	75	695706	10.8
	"2007"	"2007"	"Oklahoma"	"40"	"Oklahoma County, OK"	"40109"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	695706	4.5
	"2007"	"2007"	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	41	582094	7.0
	"2007"	"2007"	"Oklahoma"	"40"	"Tulsa County, OK"	"40143"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	76	582094	13.1
	"2007"	"2007"	"Oregon"	"41"	"Clackamas County, OR"	"41005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	366808	6.5
	"2007"	"2007"	"Oregon"	"41"	"Josephine County, OR"	"41033"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	81746	Unreliable
	"2007"	"2007"	"Oregon"	"41"	"Lane County, OR"	"41039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	344844	7.2
	"2007"	"2007"	"Oregon"	"41"	"Marion County, OR"	"41047"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	306964	7.5
	"2007"	"2007"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	107	697799	15.3
	"2007"	"2007"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	697799	Unreliable
	"2007"	"2007"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	13	697799	Unreliable
	"2007"	"2007"	"Oregon"	"41"	"Washington County, OR"	"41067"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	508842	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	105	1222482	8.6
	"2007"	"2007"	"Pennsylvania"	"42"	"Allegheny County, PA"	"42003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	87	1222482	7.1
	"2007"	"2007"	"Pennsylvania"	"42"	"Beaver County, PA"	"42007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	172161	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	11	405223	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Berks County, PA"	"42011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	19	405223	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Blair County, PA"	"42013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	127048	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	621336	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Bucks County, PA"	"42017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	59	621336	9.5
	"2007"	"2007"	"Pennsylvania"	"42"	"Butler County, PA"	"42019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	181690	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Cambria County, PA"	"42021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	26	145283	17.9
	"2007"	"2007"	"Pennsylvania"	"42"	"Chester County, PA"	"42029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	486156	5.8
	"2007"	"2007"	"Pennsylvania"	"42"	"Cumberland County, PA"	"42041"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	228718	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Dauphin County, PA"	"42043"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	263096	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	554916	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	63	554916	11.4
	"2007"	"2007"	"Pennsylvania"	"42"	"Delaware County, PA"	"42045"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	554916	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Erie County, PA"	"42049"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	278573	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Fayette County, PA"	"42051"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	140159	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	213513	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Lackawanna County, PA"	"42069"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	213513	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Lancaster County, PA"	"42071"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	506639	6.7
	"2007"	"2007"	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	340848	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Lehigh County, PA"	"42077"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	340848	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Luzerne County, PA"	"42079"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	318232	13.5
	"2007"	"2007"	"Pennsylvania"	"42"	"Mercer County, PA"	"42085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	117794	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Monroe County, PA"	"42089"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	167352	12.0
	"2007"	"2007"	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	11	785170	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	60	785170	7.6
	"2007"	"2007"	"Pennsylvania"	"42"	"Montgomery County, PA"	"42091"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	785170	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Northampton County, PA"	"42095"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	293212	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	19	1493309	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	300	1493309	20.1
	"2007"	"2007"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	1493309	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Philadelphia County, PA"	"42101"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	11	1493309	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Schuylkill County, PA"	"42107"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	148387	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Washington County, PA"	"42125"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	206259	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	366318	Unreliable
	"2007"	"2007"	"Pennsylvania"	"42"	"Westmoreland County, PA"	"42129"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	39	366318	10.6
	"2007"	"2007"	"Pennsylvania"	"42"	"York County, PA"	"42133"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	424919	6.4
	"2007"	"2007"	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	36	629110	5.7
	"2007"	"2007"	"Rhode Island"	"44"	"Providence County, RI"	"44007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	34	629110	5.4
	"2007"	"2007"	"South Carolina"	"45"	"Aiken County, SC"	"45003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	154814	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Anderson County, SC"	"45007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	181543	11.6
	"2007"	"2007"	"South Carolina"	"45"	"Charleston County, SC"	"45019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	337147	7.4
	"2007"	"2007"	"South Carolina"	"45"	"Charleston County, SC"	"45019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	337147	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Georgetown County, SC"	"45043"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	60277	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21	427970	4.9
	"2007"	"2007"	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	427970	6.5
	"2007"	"2007"	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	427970	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	252464	11.1
	"2007"	"2007"	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	246461	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Oconee County, SC"	"45073"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	72407	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	366111	Unreliable
	"2007"	"2007"	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	274215	9.1
	"2007"	"2007"	"South Carolina"	"45"	"York County, SC"	"45091"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	208640	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	119950	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Bradley County, TN"	"47011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	16	96336	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	605031	8.1
	"2007"	"2007"	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23	605031	3.8
	"2007"	"2007"	"Tennessee"	"47"	"Hamblen County, TN"	"47063"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	61592	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Hamilton County, TN"	"47065"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	324784	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Hamilton County, TN"	"47065"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	324784	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Knox County, TN"	"47093"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	419096	9.1
	"2007"	"2007"	"Tennessee"	"47"	"Knox County, TN"	"47093"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	419096	5.0
	"2007"	"2007"	"Tennessee"	"47"	"Montgomery County, TN"	"47125"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	160642	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Rutherford County, TN"	"47149"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	243953	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Sevier County, TN"	"47155"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	86284	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	78	921119	8.5
	"2007"	"2007"	"Tennessee"	"47"	"Shelby County, TN"	"47157"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	17	921119	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Sullivan County, TN"	"47163"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	155367	Unreliable
	"2007"	"2007"	"Tennessee"	"47"	"Washington County, TN"	"47179"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	117833	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Bexar County, TX"	"48029"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	70	1615210	4.3
	"2007"	"2007"	"Texas"	"48"	"Bexar County, TX"	"48029"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	1615210	1.9
	"2007"	"2007"	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	293296	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Brazoria County, TX"	"48039"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	293296	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Collin County, TX"	"48085"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	714330	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Collin County, TX"	"48085"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	714330	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	136	2291891	5.9
	"2007"	"2007"	"Texas"	"48"	"Dallas County, TX"	"48113"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	2291891	2.1
	"2007"	"2007"	"Texas"	"48"	"Denton County, TX"	"48121"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	609001	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Denton County, TX"	"48121"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	609001	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Ector County, TX"	"48135"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	130459	Unreliable
	"2007"	"2007"	"Texas"	"48"	"El Paso County, TX"	"48141"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	755578	4.1
	"2007"	"2007"	"Texas"	"48"	"El Paso County, TX"	"48141"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	755578	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Fort Bend County, TX"	"48157"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	516564	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Galveston County, TX"	"48167"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	283770	8.1
	"2007"	"2007"	"Texas"	"48"	"Galveston County, TX"	"48167"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	283770	7.4
	"2007"	"2007"	"Texas"	"48"	"Harris County, TX"	"48201"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	18	3863344	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	19	3863344	Unreliable
	"2007"	"2007"	"Texas"	"48"	"Harris County, TX"	"48201"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	156	3863344	4.0
