"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	83	461313	17.9921
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	461313	Unreliable
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	462607	7.5658
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	105	462607	22.6975
	"Florida"	"12"	"Pasco County, FL"	"12101"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	462607	Unreliable
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	67	928305	7.2175
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	69	928305	7.4329
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	928305	Unreliable
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	928305	2.3699
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2005"	"2005"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	55	929426	5.9176
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	62	929426	6.6708
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	79	929426	8.4999
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	929426	2.3671
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2006"	"2006"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	59	924182	6.3840
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	67	924182	7.2497
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	107	924182	11.5778
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20	924182	2.1641
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	72	918624	7.8378
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	124	918624	13.4984
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	918624	2.3949
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	916458	6.6561
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	166	916458	18.1132
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	19	916458	Unreliable
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	79	915330	8.6308
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	139	915330	15.1858
	"Florida"	"12"	"Pinellas County, FL"	"12103"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	17	915330	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	10	527685	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	26	527685	4.9272
	"Florida"	"12"	"Polk County, FL"	"12105"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	527685	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	33	547373	6.0288
	"Florida"	"12"	"Polk County, FL"	"12105"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	547373	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	31	568324	5.4546
	"Florida"	"12"	"Polk County, FL"	"12105"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	568324	3.8710
	"Florida"	"12"	"Polk County, FL"	"12105"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	585982	4.6077
	"Florida"	"12"	"Polk County, FL"	"12105"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	585982	4.2663
	"Florida"	"12"	"Polk County, FL"	"12105"	"2007"	"2007"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	585982	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	594801	4.0350
	"Florida"	"12"	"Polk County, FL"	"12105"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	594801	7.0612
	"Florida"	"12"	"Polk County, FL"	"12105"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	594801	Unreliable
	"Florida"	"12"	"Polk County, FL"	"12105"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	598683	5.8462
	"Florida"	"12"	"Polk County, FL"	"12105"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	598683	7.8506
	"Florida"	"12"	"Polk County, FL"	"12105"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	598683	Unreliable
	"Florida"	"12"	"St. Johns County, FL"	"12109"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	175318	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	228548	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	241965	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	255251	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	35	266860	13.1155
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	266860	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	273151	9.1524
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	274344	Unreliable
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	274344	10.9352
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	137241	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	141132	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	142983	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	142983	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	146158	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	148538	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	148538	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	357751	6.9881
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	357751	6.1495
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	367912	7.8823
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	367912	8.1541
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	39	371361	10.5019
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	30	371361	8.0784
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	28	375325	7.4602
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	35	375325	9.3253
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	377178	7.1584
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	42	377178	11.1353
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	32	377262	8.4822
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	27	377262	7.1568
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	395230	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	13	395230	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	406840	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	406840	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	413218	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	19	413218	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	15	413571	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	20	413571	4.8359
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	416564	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	416564	5.0412
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	25	419788	5.9554
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	32	419788	7.6229
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	476845	4.6137
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	37	476845	7.7593
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	27	486297	5.5522
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	38	486297	7.8142
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	11	486297	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	494748	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	40	494748	8.0849
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	494748	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18	498935	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	41	498935	8.2175
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	497366	4.6244
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	53	497366	10.6561
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2008"	"2008"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	13	497366	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	29	494688	5.8623
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	56	494688	11.3203
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	98415	Unreliable
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	154003	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	105853	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	108947	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	110242	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	110242	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	110433	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	240818	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	246896	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	251981	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	14	251981	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	255269	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	12	202544	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	208271	Unreliable
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	212232	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	255322	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	10	256292	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	258552	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11	260441	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	24	640346	3.7480
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	18	640346	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	646754	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	21	646754	3.2470
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	661913	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	31	661913	4.6834
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	670438	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	28	670438	4.1764
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	679822	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	43	679822	6.3252
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	23	684776	3.3588
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	47	684776	6.8636
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	16	666204	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	14	668998	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	17	676687	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	676687	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	22	680962	3.2307
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	15	680962	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2008"	"2008"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	20	685646	2.9170
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2008"	"2008"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	685646	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13	690658	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	12	690658	Unreliable
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	10	95165	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	38	809481	4.6944
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11	809481	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	49	818737	5.9848
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22	818737	2.6871
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	46	845181	5.4426
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	845181	2.9579
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	61	869329	7.0169
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2007"	"2007"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	25	869329	2.8758
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2008"	"2008"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	10	888694	Unreliable
