,State,State Code,County,County Code,Year,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,State_Code,County Name
535,California,6.0,"Sacramento County, CA",6067.0,2010,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,13.0,1418788.0,Unreliable,CA,Sacramento County
536,California,6.0,"Sacramento County, CA",6067.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,34.0,1436105.0,2.3675,CA,Sacramento County
537,California,6.0,"Sacramento County, CA",6067.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,50.0,1436105.0,3.4816,CA,Sacramento County
538,California,6.0,"Sacramento County, CA",6067.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,66.0,1436105.0,4.5958,CA,Sacramento County
539,California,6.0,"Sacramento County, CA",6067.0,2011,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,27.0,1436105.0,1.8801,CA,Sacramento County
540,California,6.0,"Sacramento County, CA",6067.0,2011,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,15.0,1436105.0,Unreliable,CA,Sacramento County
541,California,6.0,"Sacramento County, CA",6067.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,38.0,1450121.0,2.6205,CA,Sacramento County
542,California,6.0,"Sacramento County, CA",6067.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,45.0,1450121.0,3.1032,CA,Sacramento County
543,California,6.0,"Sacramento County, CA",6067.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,73.0,1450121.0,5.0341,CA,Sacramento County
544,California,6.0,"Sacramento County, CA",6067.0,2012,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,24.0,1450121.0,1.6550,CA,Sacramento County
545,California,6.0,"Sacramento County, CA",6067.0,2012,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11.0,1450121.0,Unreliable,CA,Sacramento County
546,California,6.0,"Sacramento County, CA",6067.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,47.0,1462131.0,3.2145,CA,Sacramento County
547,California,6.0,"Sacramento County, CA",6067.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,53.0,1462131.0,3.6248,CA,Sacramento County
548,California,6.0,"Sacramento County, CA",6067.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,62.0,1462131.0,4.2404,CA,Sacramento County
549,California,6.0,"Sacramento County, CA",6067.0,2013,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,11.0,1462131.0,Unreliable,CA,Sacramento County
550,California,6.0,"Sacramento County, CA",6067.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,38.0,1462131.0,2.5989,CA,Sacramento County
551,California,6.0,"Sacramento County, CA",6067.0,2013,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,14.0,1462131.0,Unreliable,CA,Sacramento County
552,California,6.0,"Sacramento County, CA",6067.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,70.0,1482026.0,4.7233,CA,Sacramento County
553,California,6.0,"Sacramento County, CA",6067.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,42.0,1482026.0,2.8340,CA,Sacramento County
554,California,6.0,"Sacramento County, CA",6067.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,80.0,1482026.0,5.3980,CA,Sacramento County
555,California,6.0,"Sacramento County, CA",6067.0,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,23.0,1482026.0,1.5519,CA,Sacramento County
556,California,6.0,"San Bernardino County, CA",6071.0,2009,"Mental and behavioural disorders due to use of opioids, harmful use",F11.1,13.0,2013960.0,Unreliable,CA,San Bernardino County
557,California,6.0,"San Bernardino County, CA",6071.0,2009,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,11.0,2013960.0,Unreliable,CA,San Bernardino County
558,California,6.0,"San Bernardino County, CA",6071.0,2009,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,64.0,2013960.0,3.1778,CA,San Bernardino County
559,California,6.0,"San Bernardino County, CA",6071.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15.0,2013960.0,Unreliable,CA,San Bernardino County
560,California,6.0,"San Bernardino County, CA",6071.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,2013960.0,1.6386,CA,San Bernardino County
561,California,6.0,"San Bernardino County, CA",6071.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26.0,2013960.0,1.2910,CA,San Bernardino County
562,California,6.0,"San Bernardino County, CA",6071.0,2009,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,2013960.0,Unreliable,CA,San Bernardino County
563,California,6.0,"San Bernardino County, CA",6071.0,2009,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,11.0,2013960.0,Unreliable,CA,San Bernardino County
564,California,6.0,"San Bernardino County, CA",6071.0,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,24.0,2013960.0,1.1917,CA,San Bernardino County
565,California,6.0,"San Bernardino County, CA",6071.0,2010,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,40.0,2035210.0,1.9654,CA,San Bernardino County
566,California,6.0,"San Bernardino County, CA",6071.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,20.0,2035210.0,0.9827,CA,San Bernardino County
567,California,6.0,"San Bernardino County, CA",6071.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,2035210.0,1.6215,CA,San Bernardino County
568,California,6.0,"San Bernardino County, CA",6071.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,2035210.0,1.4249,CA,San Bernardino County
569,California,6.0,"San Bernardino County, CA",6071.0,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,22.0,2035210.0,1.0810,CA,San Bernardino County
570,California,6.0,"San Bernardino County, CA",6071.0,2011,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,12.0,2065377.0,Unreliable,CA,San Bernardino County
571,California,6.0,"San Bernardino County, CA",6071.0,2011,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,58.0,2065377.0,2.8082,CA,San Bernardino County
572,California,6.0,"San Bernardino County, CA",6071.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,2065377.0,Unreliable,CA,San Bernardino County
573,California,6.0,"San Bernardino County, CA",6071.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28.0,2065377.0,1.3557,CA,San Bernardino County
574,California,6.0,"San Bernardino County, CA",6071.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,2065377.0,1.4041,CA,San Bernardino County
575,California,6.0,"San Bernardino County, CA",6071.0,2011,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,10.0,2065377.0,Unreliable,CA,San Bernardino County
576,California,6.0,"San Bernardino County, CA",6071.0,2011,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,2065377.0,Unreliable,CA,San Bernardino County
577,California,6.0,"San Bernardino County, CA",6071.0,2012,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,13.0,2081313.0,Unreliable,CA,San Bernardino County
578,California,6.0,"San Bernardino County, CA",6071.0,2012,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,52.0,2081313.0,2.4984,CA,San Bernardino County
579,California,6.0,"San Bernardino County, CA",6071.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,18.0,2081313.0,Unreliable,CA,San Bernardino County
580,California,6.0,"San Bernardino County, CA",6071.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39.0,2081313.0,1.8738,CA,San Bernardino County
581,California,6.0,"San Bernardino County, CA",6071.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,2081313.0,1.3453,CA,San Bernardino County
582,California,6.0,"San Bernardino County, CA",6071.0,2012,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21.0,2081313.0,1.0090,CA,San Bernardino County
583,California,6.0,"San Bernardino County, CA",6071.0,2013,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,31.0,2088371.0,1.4844,CA,San Bernardino County
584,California,6.0,"San Bernardino County, CA",6071.0,2013,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,55.0,2088371.0,2.6336,CA,San Bernardino County
585,California,6.0,"San Bernardino County, CA",6071.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13.0,2088371.0,Unreliable,CA,San Bernardino County
586,California,6.0,"San Bernardino County, CA",6071.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31.0,2088371.0,1.4844,CA,San Bernardino County
587,California,6.0,"San Bernardino County, CA",6071.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,44.0,2088371.0,2.1069,CA,San Bernardino County
588,California,6.0,"San Bernardino County, CA",6071.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,2088371.0,Unreliable,CA,San Bernardino County
589,California,6.0,"San Bernardino County, CA",6071.0,2014,"Mental and behavioural disorders due to use of opioids, harmful use",F11.1,11.0,2112619.0,Unreliable,CA,San Bernardino County
590,California,6.0,"San Bernardino County, CA",6071.0,2014,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,33.0,2112619.0,1.5620,CA,San Bernardino County
591,California,6.0,"San Bernardino County, CA",6071.0,2014,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,65.0,2112619.0,3.0767,CA,San Bernardino County
592,California,6.0,"San Bernardino County, CA",6071.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19.0,2112619.0,Unreliable,CA,San Bernardino County
593,California,6.0,"San Bernardino County, CA",6071.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,39.0,2112619.0,1.8460,CA,San Bernardino County
594,California,6.0,"San Bernardino County, CA",6071.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27.0,2112619.0,1.2780,CA,San Bernardino County
595,California,6.0,"San Bernardino County, CA",6071.0,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,2112619.0,Unreliable,CA,San Bernardino County
596,California,6.0,"San Bernardino County, CA",6071.0,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,2112619.0,Unreliable,CA,San Bernardino County
597,California,6.0,"San Diego County, CA",6073.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,42.0,3061203.0,1.3720,CA,San Diego County
598,California,6.0,"San Diego County, CA",6073.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,82.0,3061203.0,2.6787,CA,San Diego County
599,California,6.0,"San Diego County, CA",6073.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,164.0,3061203.0,5.3574,CA,San Diego County
600,California,6.0,"San Diego County, CA",6073.0,2009,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,19.0,3061203.0,Unreliable,CA,San Diego County
601,California,6.0,"San Diego County, CA",6073.0,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,54.0,3061203.0,1.7640,CA,San Diego County
602,California,6.0,"San Diego County, CA",6073.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,54.0,3095313.0,1.7446,CA,San Diego County
603,California,6.0,"San Diego County, CA",6073.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,82.0,3095313.0,2.6492,CA,San Diego County
604,California,6.0,"San Diego County, CA",6073.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,151.0,3095313.0,4.8783,CA,San Diego County
605,California,6.0,"San Diego County, CA",6073.0,2010,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,19.0,3095313.0,Unreliable,CA,San Diego County
606,California,6.0,"San Diego County, CA",6073.0,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48.0,3095313.0,1.5507,CA,San Diego County
607,California,6.0,"San Diego County, CA",6073.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,68.0,3140069.0,2.1656,CA,San Diego County
608,California,6.0,"San Diego County, CA",6073.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,74.0,3140069.0,2.3566,CA,San Diego County
609,California,6.0,"San Diego County, CA",6073.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,188.0,3140069.0,5.9871,CA,San Diego County
610,California,6.0,"San Diego County, CA",6073.0,2011,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,12.0,3140069.0,Unreliable,CA,San Diego County
611,California,6.0,"San Diego County, CA",6073.0,2011,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,12.0,3140069.0,Unreliable,CA,San Diego County
612,California,6.0,"San Diego County, CA",6073.0,2011,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,51.0,3140069.0,1.6242,CA,San Diego County
613,California,6.0,"San Diego County, CA",6073.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,72.0,3177063.0,2.2662,CA,San Diego County
614,California,6.0,"San Diego County, CA",6073.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,67.0,3177063.0,2.1089,CA,San Diego County
615,California,6.0,"San Diego County, CA",6073.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,192.0,3177063.0,6.0433,CA,San Diego County
616,California,6.0,"San Diego County, CA",6073.0,2012,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,18.0,3177063.0,Unreliable,CA,San Diego County
617,California,6.0,"San Diego County, CA",6073.0,2012,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,64.0,3177063.0,2.0144,CA,San Diego County
618,California,6.0,"San Diego County, CA",6073.0,2013,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,10.0,3211252.0,Unreliable,CA,San Diego County
619,California,6.0,"San Diego County, CA",6073.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,81.0,3211252.0,2.5224,CA,San Diego County
620,California,6.0,"San Diego County, CA",6073.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,96.0,3211252.0,2.9895,CA,San Diego County
621,California,6.0,"San Diego County, CA",6073.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,169.0,3211252.0,5.2627,CA,San Diego County
622,California,6.0,"San Diego County, CA",6073.0,2013,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,15.0,3211252.0,Unreliable,CA,San Diego County
623,California,6.0,"San Diego County, CA",6073.0,2013,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,12.0,3211252.0,Unreliable,CA,San Diego County
624,California,6.0,"San Diego County, CA",6073.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48.0,3211252.0,1.4947,CA,San Diego County
625,California,6.0,"San Diego County, CA",6073.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,77.0,3263431.0,2.3595,CA,San Diego County
626,California,6.0,"San Diego County, CA",6073.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,89.0,3263431.0,2.7272,CA,San Diego County
627,California,6.0,"San Diego County, CA",6073.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,179.0,3263431.0,5.4850,CA,San Diego County
628,California,6.0,"San Diego County, CA",6073.0,2014,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,16.0,3263431.0,Unreliable,CA,San Diego County
629,California,6.0,"San Diego County, CA",6073.0,2014,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,11.0,3263431.0,Unreliable,CA,San Diego County
630,California,6.0,"San Diego County, CA",6073.0,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,40.0,3263431.0,1.2257,CA,San Diego County
631,California,6.0,"San Francisco County, CA",6075.0,2009,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12.0,801922.0,Unreliable,CA,San Francisco County
632,California,6.0,"San Francisco County, CA",6075.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,66.0,801922.0,8.2302,CA,San Francisco County
633,California,6.0,"San Francisco County, CA",6075.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74.0,801922.0,9.2278,CA,San Francisco County
634,California,6.0,"San Francisco County, CA",6075.0,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,801922.0,Unreliable,CA,San Francisco County
635,California,6.0,"San Francisco County, CA",6075.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,805235.0,Unreliable,CA,San Francisco County
636,California,6.0,"San Francisco County, CA",6075.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,74.0,805235.0,9.1899,CA,San Francisco County
637,California,6.0,"San Francisco County, CA",6075.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,805235.0,7.4512,CA,San Francisco County
638,California,6.0,"San Francisco County, CA",6075.0,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,805235.0,Unreliable,CA,San Francisco County
639,California,6.0,"San Francisco County, CA",6075.0,2011,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11.0,812826.0,Unreliable,CA,San Francisco County
640,California,6.0,"San Francisco County, CA",6075.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,22.0,812826.0,2.7066,CA,San Francisco County
641,California,6.0,"San Francisco County, CA",6075.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,67.0,812826.0,8.2428,CA,San Francisco County
642,California,6.0,"San Francisco County, CA",6075.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,78.0,812826.0,9.5961,CA,San Francisco County
643,California,6.0,"San Francisco County, CA",6075.0,2011,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,812826.0,Unreliable,CA,San Francisco County
644,California,6.0,"San Francisco County, CA",6075.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,42.0,825863.0,5.0856,CA,San Francisco County
645,California,6.0,"San Francisco County, CA",6075.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,67.0,825863.0,8.1127,CA,San Francisco County
646,California,6.0,"San Francisco County, CA",6075.0,2012,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,825863.0,Unreliable,CA,San Francisco County
647,California,6.0,"San Francisco County, CA",6075.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16.0,837442.0,Unreliable,CA,San Francisco County
648,California,6.0,"San Francisco County, CA",6075.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35.0,837442.0,4.1794,CA,San Francisco County
649,California,6.0,"San Francisco County, CA",6075.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,58.0,837442.0,6.9259,CA,San Francisco County
650,California,6.0,"San Francisco County, CA",6075.0,2013,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,837442.0,Unreliable,CA,San Francisco County
651,California,6.0,"San Francisco County, CA",6075.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,852469.0,3.1673,CA,San Francisco County
652,California,6.0,"San Francisco County, CA",6075.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,57.0,852469.0,6.6865,CA,San Francisco County
653,California,6.0,"San Francisco County, CA",6075.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64.0,852469.0,7.5076,CA,San Francisco County
654,California,6.0,"San Francisco County, CA",6075.0,2014,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,852469.0,Unreliable,CA,San Francisco County
655,California,6.0,"San Joaquin County, CA",6077.0,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,26.0,677736.0,3.8363,CA,San Joaquin County
656,California,6.0,"San Joaquin County, CA",6077.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24.0,677736.0,3.5412,CA,San Joaquin County
657,California,6.0,"San Joaquin County, CA",6077.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,677736.0,7.9677,CA,San Joaquin County
658,California,6.0,"San Joaquin County, CA",6077.0,2010,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,685306.0,3.9398,CA,San Joaquin County
659,California,6.0,"San Joaquin County, CA",6077.0,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,685306.0,3.3562,CA,San Joaquin County
660,California,6.0,"San Joaquin County, CA",6077.0,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,68.0,685306.0,9.9226,CA,San Joaquin County
661,California,6.0,"San Joaquin County, CA",6077.0,2011,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,31.0,696214.0,4.4527,CA,San Joaquin County
662,California,6.0,"San Joaquin County, CA",6077.0,2011,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25.0,696214.0,3.5908,CA,San Joaquin County
663,California,6.0,"San Joaquin County, CA",6077.0,2011,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,71.0,696214.0,10.1980,CA,San Joaquin County
664,California,6.0,"San Joaquin County, CA",6077.0,2012,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,35.0,702612.0,4.9814,CA,San Joaquin County
665,California,6.0,"San Joaquin County, CA",6077.0,2012,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,702612.0,2.8465,CA,San Joaquin County
666,California,6.0,"San Joaquin County, CA",6077.0,2012,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,702612.0,5.5507,CA,San Joaquin County
667,California,6.0,"San Joaquin County, CA",6077.0,2013,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,25.0,704379.0,3.5492,CA,San Joaquin County
668,California,6.0,"San Joaquin County, CA",6077.0,2013,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,704379.0,Unreliable,CA,San Joaquin County
669,California,6.0,"San Joaquin County, CA",6077.0,2013,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,55.0,704379.0,7.8083,CA,San Joaquin County
670,California,6.0,"San Joaquin County, CA",6077.0,2014,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,715597.0,3.7731,CA,San Joaquin County
671,California,6.0,"San Joaquin County, CA",6077.0,2014,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,715597.0,Unreliable,CA,San Joaquin County
672,California,6.0,"San Joaquin County, CA",6077.0,2014,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,64.0,715597.0,8.9436,CA,San Joaquin County
673,California,6.0,"San Luis Obispo County, CA",6079.0,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,268145.0,Unreliable,CA,San Luis Obispo County
674,California,6.0,"San Luis Obispo County, CA",6079.0,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,268145.0,Unreliable,CA,San Luis Obispo County
