,Year,State,State Code,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,State_Code,County Name
902,2008,Florida,12.0,"Lee County, FL",12071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,48.0,610984.0,7.9,FL,Lee County
903,2008,Florida,12.0,"Lee County, FL",12071.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,610984.0,Unreliable,FL,Lee County
904,2008,Florida,12.0,"Manatee County, FL",12081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,318766.0,7.2,FL,Manatee County
905,2008,Florida,12.0,"Manatee County, FL",12081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,318766.0,Unreliable,FL,Manatee County
906,2008,Florida,12.0,"Marion County, FL",12083.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,330052.0,Unreliable,FL,Marion County
907,2008,Florida,12.0,"Marion County, FL",12083.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19.0,330052.0,Unreliable,FL,Marion County
908,2008,Florida,12.0,"Martin County, FL",12085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,144369.0,Unreliable,FL,Martin County
909,2008,Florida,12.0,"Miami-Dade County, FL",12086.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13.0,2436062.0,Unreliable,FL,Miami-Dade County
910,2008,Florida,12.0,"Miami-Dade County, FL",12086.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49.0,2436062.0,2.0,FL,Miami-Dade County
911,2008,Florida,12.0,"Miami-Dade County, FL",12086.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,57.0,2436062.0,2.3,FL,Miami-Dade County
912,2008,Florida,12.0,"Miami-Dade County, FL",12086.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16.0,2436062.0,Unreliable,FL,Miami-Dade County
913,2008,Florida,12.0,"Monroe County, FL",12087.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,72730.0,Unreliable,FL,Monroe County
914,2008,Florida,12.0,"Nassau County, FL",12089.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,71557.0,Unreliable,FL,Nassau County
915,2008,Florida,12.0,"Orange County, FL",12095.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10.0,1115525.0,Unreliable,FL,Orange County
916,2008,Florida,12.0,"Orange County, FL",12095.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49.0,1115525.0,4.4,FL,Orange County
917,2008,Florida,12.0,"Orange County, FL",12095.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,1115525.0,3.5,FL,Orange County
918,2008,Florida,12.0,"Orange County, FL",12095.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11.0,1115525.0,Unreliable,FL,Orange County
919,2008,Florida,12.0,"Osceola County, FL",12097.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,261746.0,Unreliable,FL,Osceola County
920,2008,Florida,12.0,"Palm Beach County, FL",12099.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,62.0,1294938.0,4.8,FL,Palm Beach County
921,2008,Florida,12.0,"Palm Beach County, FL",12099.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,137.0,1294938.0,10.6,FL,Palm Beach County
922,2008,Florida,12.0,"Palm Beach County, FL",12099.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,44.0,1294938.0,3.4,FL,Palm Beach County
923,2008,Florida,12.0,"Palm Beach County, FL",12099.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,14.0,1294938.0,Unreliable,FL,Palm Beach County
924,2008,Florida,12.0,"Pasco County, FL",12101.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41.0,461313.0,8.9,FL,Pasco County
925,2008,Florida,12.0,"Pasco County, FL",12101.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,83.0,461313.0,18.0,FL,Pasco County
926,2008,Florida,12.0,"Pasco County, FL",12101.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,461313.0,Unreliable,FL,Pasco County
927,2008,Florida,12.0,"Pinellas County, FL",12103.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,916458.0,6.7,FL,Pinellas County
928,2008,Florida,12.0,"Pinellas County, FL",12103.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,166.0,916458.0,18.1,FL,Pinellas County
929,2008,Florida,12.0,"Pinellas County, FL",12103.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,19.0,916458.0,Unreliable,FL,Pinellas County
930,2008,Florida,12.0,"Polk County, FL",12105.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24.0,594801.0,4.0,FL,Polk County
931,2008,Florida,12.0,"Polk County, FL",12105.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42.0,594801.0,7.1,FL,Polk County
932,2008,Florida,12.0,"Polk County, FL",12105.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18.0,594801.0,Unreliable,FL,Polk County
933,2008,Florida,12.0,"St. Lucie County, FL",12111.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25.0,273151.0,9.2,FL,St. Lucie County
934,2008,Florida,12.0,"Santa Rosa County, FL",12113.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,148538.0,Unreliable,FL,Santa Rosa County
935,2008,Florida,12.0,"Santa Rosa County, FL",12113.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,148538.0,Unreliable,FL,Santa Rosa County
936,2008,Florida,12.0,"Sarasota County, FL",12115.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27.0,377178.0,7.2,FL,Sarasota County
937,2008,Florida,12.0,"Sarasota County, FL",12115.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42.0,377178.0,11.1,FL,Sarasota County
938,2008,Florida,12.0,"Seminole County, FL",12117.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,416564.0,Unreliable,FL,Seminole County
939,2008,Florida,12.0,"Seminole County, FL",12117.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,416564.0,5.0,FL,Seminole County
940,2008,Florida,12.0,"Volusia County, FL",12127.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,497366.0,4.6,FL,Volusia County
941,2008,Florida,12.0,"Volusia County, FL",12127.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53.0,497366.0,10.7,FL,Volusia County
942,2008,Florida,12.0,"Volusia County, FL",12127.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13.0,497366.0,Unreliable,FL,Volusia County
943,2008,Georgia,13.0,"Bartow County, GA",13015.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,98415.0,Unreliable,GA,Bartow County
944,2008,Georgia,13.0,"Carroll County, GA",13045.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,110242.0,Unreliable,GA,Carroll County
945,2008,Georgia,13.0,"Carroll County, GA",13045.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,110242.0,Unreliable,GA,Carroll County
946,2008,Georgia,13.0,"Chatham County, GA",13051.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,255269.0,Unreliable,GA,Chatham County
947,2008,Georgia,13.0,"Cherokee County, GA",13057.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,208271.0,Unreliable,GA,Cherokee County
948,2008,Georgia,13.0,"Cobb County, GA",13067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,679822.0,Unreliable,GA,Cobb County
949,2008,Georgia,13.0,"Cobb County, GA",13067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43.0,679822.0,6.3,GA,Cobb County
950,2008,Georgia,13.0,"DeKalb County, GA",13089.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,685646.0,2.9,GA,DeKalb County
951,2008,Georgia,13.0,"DeKalb County, GA",13089.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,685646.0,Unreliable,GA,DeKalb County
953,2008,Georgia,13.0,"Fulton County, GA",13121.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,58.0,888694.0,6.5,GA,Fulton County
954,2008,Georgia,13.0,"Fulton County, GA",13121.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32.0,888694.0,3.6,GA,Fulton County
955,2008,Georgia,13.0,"Fulton County, GA",13121.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,888694.0,Unreliable,GA,Fulton County
956,2008,Georgia,13.0,"Glynn County, GA",13127.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,78013.0,Unreliable,GA,Glynn County
957,2008,Georgia,13.0,"Gwinnett County, GA",13135.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,780721.0,Unreliable,GA,Gwinnett County
958,2008,Georgia,13.0,"Gwinnett County, GA",13135.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,780721.0,Unreliable,GA,Gwinnett County
959,2008,Georgia,13.0,"Hall County, GA",13139.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,177277.0,Unreliable,GA,Hall County
960,2008,Georgia,13.0,"Henry County, GA",13151.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,194658.0,Unreliable,GA,Henry County
961,2008,Georgia,13.0,"Paulding County, GA",13223.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,137066.0,Unreliable,GA,Paulding County
962,2008,Georgia,13.0,"Whitfield County, GA",13313.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,100546.0,Unreliable,GA,Whitfield County
963,2008,Hawaii,15.0,"Honolulu County, HI",15003.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27.0,933680.0,2.9,HI,Honolulu County
964,2008,Hawaii,15.0,"Honolulu County, HI",15003.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22.0,933680.0,2.4,HI,Honolulu County
965,2008,Hawaii,15.0,"Honolulu County, HI",15003.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,933680.0,2.4,HI,Honolulu County
1009,2008,Iowa,19.0,"Polk County, IA",19153.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,419495.0,Unreliable,IA,Polk County
1010,2008,Kansas,20.0,"Johnson County, KS",20091.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,532175.0,Unreliable,KS,Johnson County
1011,2008,Kansas,20.0,"Sedgwick County, KS",20173.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19.0,486077.0,Unreliable,KS,Sedgwick County
1012,2008,Kansas,20.0,"Sedgwick County, KS",20173.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,486077.0,6.0,KS,Sedgwick County
1013,2008,Kansas,20.0,"Wyandotte County, KS",20209.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,155092.0,Unreliable,KS,Wyandotte County
1042,2008,Maine,23.0,"Cumberland County, ME",23005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,280681.0,Unreliable,ME,Cumberland County
1043,2008,Maine,23.0,"Cumberland County, ME",23005.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,280681.0,Unreliable,ME,Cumberland County
1044,2008,Maine,23.0,"York County, ME",23031.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,197650.0,Unreliable,ME,York County
1056,2008,Massachusetts,25.0,"Barnstable County, MA",25001.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,217066.0,Unreliable,MA,Barnstable County
1057,2008,Massachusetts,25.0,"Bristol County, MA",25005.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,10.0,546456.0,Unreliable,MA,Bristol County
1058,2008,Massachusetts,25.0,"Bristol County, MA",25005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,546456.0,11.2,MA,Bristol County
1059,2008,Massachusetts,25.0,"Bristol County, MA",25005.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25.0,546456.0,4.6,MA,Bristol County
1060,2008,Massachusetts,25.0,"Essex County, MA",25009.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,10.0,734361.0,Unreliable,MA,Essex County
1061,2008,Massachusetts,25.0,"Essex County, MA",25009.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49.0,734361.0,6.7,MA,Essex County
1062,2008,Massachusetts,25.0,"Essex County, MA",25009.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,734361.0,Unreliable,MA,Essex County
1063,2008,Massachusetts,25.0,"Hampden County, MA",25013.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41.0,462053.0,8.9,MA,Hampden County
1064,2008,Massachusetts,25.0,"Middlesex County, MA",25017.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,15.0,1477049.0,Unreliable,MA,Middlesex County
1065,2008,Massachusetts,25.0,"Middlesex County, MA",25017.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,85.0,1477049.0,5.8,MA,Middlesex County
1066,2008,Massachusetts,25.0,"Middlesex County, MA",25017.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34.0,1477049.0,2.3,MA,Middlesex County
1067,2008,Massachusetts,25.0,"Middlesex County, MA",25017.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,1477049.0,Unreliable,MA,Middlesex County
1068,2008,Massachusetts,25.0,"Norfolk County, MA",25021.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49.0,661703.0,7.4,MA,Norfolk County
1069,2008,Massachusetts,25.0,"Norfolk County, MA",25021.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,661703.0,3.0,MA,Norfolk County
1070,2008,Massachusetts,25.0,"Plymouth County, MA",25023.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31.0,490371.0,6.3,MA,Plymouth County
1071,2008,Massachusetts,25.0,"Plymouth County, MA",25023.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,490371.0,Unreliable,MA,Plymouth County
1072,2008,Massachusetts,25.0,"Suffolk County, MA",25025.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,13.0,702201.0,Unreliable,MA,Suffolk County
1073,2008,Massachusetts,25.0,"Suffolk County, MA",25025.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,67.0,702201.0,9.5,MA,Suffolk County
1074,2008,Massachusetts,25.0,"Suffolk County, MA",25025.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,702201.0,Unreliable,MA,Suffolk County
1075,2008,Massachusetts,25.0,"Worcester County, MA",25027.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,60.0,790847.0,7.6,MA,Worcester County
1076,2008,Massachusetts,25.0,"Worcester County, MA",25027.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,790847.0,2.7,MA,Worcester County
1107,2008,Minnesota,27.0,"Anoka County, MN",27003.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,327427.0,Unreliable,MN,Anoka County
1108,2008,Minnesota,27.0,"Hennepin County, MN",27053.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,1135173.0,5.4,MN,Hennepin County
1109,2008,Minnesota,27.0,"Hennepin County, MN",27053.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,1135173.0,Unreliable,MN,Hennepin County
1110,2008,Minnesota,27.0,"Ramsey County, MN",27123.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,502890.0,Unreliable,MN,Ramsey County
1111,2008,Minnesota,27.0,"Ramsey County, MN",27123.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,502890.0,Unreliable,MN,Ramsey County
1112,2008,Mississippi,28.0,"Hancock County, MS",28045.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,42764.0,Unreliable,MS,Hancock County
1113,2008,Mississippi,28.0,"Harrison County, MS",28047.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,182735.0,15.3,MS,Harrison County
1114,2008,Mississippi,28.0,"Jackson County, MS",28059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,137791.0,17.4,MS,Jackson County
1115,2008,Mississippi,28.0,"Pearl River County, MS",28109.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,56538.0,Unreliable,MS,Pearl River County
1116,2008,Mississippi,28.0,"Rankin County, MS",28121.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,139136.0,Unreliable,MS,Rankin County
1132,2008,Montana,30.0,"Missoula County, MT",30063.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,107747.0,Unreliable,MT,Missoula County
1133,2008,Nebraska,31.0,"Douglas County, NE",31055.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12.0,504547.0,Unreliable,NE,Douglas County
1134,2008,Nebraska,31.0,"Douglas County, NE",31055.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,504547.0,Unreliable,NE,Douglas County
1135,2008,Nevada,32.0,"Clark County, NV",32003.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,1912349.0,1.1,NV,Clark County
1136,2008,Nevada,32.0,"Clark County, NV",32003.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,189.0,1912349.0,9.9,NV,Clark County
1137,2008,Nevada,32.0,"Clark County, NV",32003.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,77.0,1912349.0,4.0,NV,Clark County
1138,2008,Nevada,32.0,"Clark County, NV",32003.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,24.0,1912349.0,1.3,NV,Clark County
1139,2008,Nevada,32.0,"Clark County, NV",32003.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,34.0,1912349.0,1.8,NV,Clark County
1140,2008,Nevada,32.0,"Washoe County, NV",32031.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34.0,414793.0,8.2,NV,Washoe County
1141,2008,Nevada,32.0,"Washoe County, NV",32031.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35.0,414793.0,8.4,NV,Washoe County
1181,2008,New York,36.0,"Bronx County, NY",36005.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,59.0,1363488.0,4.3,NY,Bronx County
1182,2008,New York,36.0,"Bronx County, NY",36005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,69.0,1363488.0,5.1,NY,Bronx County
1183,2008,New York,36.0,"Bronx County, NY",36005.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45.0,1363488.0,3.3,NY,Bronx County
1184,2008,New York,36.0,"Bronx County, NY",36005.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,1363488.0,Unreliable,NY,Bronx County
1185,2008,New York,36.0,"Dutchess County, NY",36027.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,296267.0,Unreliable,NY,Dutchess County
1186,2008,New York,36.0,"Erie County, NY",36029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,920571.0,4.1,NY,Erie County
1187,2008,New York,36.0,"Erie County, NY",36029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,920571.0,Unreliable,NY,Erie County
1188,2008,New York,36.0,"Erie County, NY",36029.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,18.0,920571.0,Unreliable,NY,Erie County
1189,2008,New York,36.0,"Kings County, NY",36047.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,87.0,2460361.0,3.5,NY,Kings County
1190,2008,New York,36.0,"Kings County, NY",36047.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,75.0,2460361.0,3.0,NY,Kings County
1191,2008,New York,36.0,"Kings County, NY",36047.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,2460361.0,Unreliable,NY,Kings County
1192,2008,New York,36.0,"Monroe County, NY",36055.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,741018.0,5.1,NY,Monroe County
1193,2008,New York,36.0,"Monroe County, NY",36055.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,741018.0,Unreliable,NY,Monroe County
1194,2008,New York,36.0,"Nassau County, NY",36059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,73.0,1325129.0,5.5,NY,Nassau County
1195,2008,New York,36.0,"Nassau County, NY",36059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32.0,1325129.0,2.4,NY,Nassau County
1196,2008,New York,36.0,"Nassau County, NY",36059.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,1325129.0,Unreliable,NY,Nassau County
1197,2008,New York,36.0,"New York County, NY",36061.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,20.0,1587022.0,1.3,NY,New York County
1198,2008,New York,36.0,"New York County, NY",36061.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,1587022.0,3.8,NY,New York County
1199,2008,New York,36.0,"New York County, NY",36061.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43.0,1587022.0,2.7,NY,New York County
1200,2008,New York,36.0,"New York County, NY",36061.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18.0,1587022.0,Unreliable,NY,New York County
1201,2008,New York,36.0,"Onondaga County, NY",36067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,463472.0,Unreliable,NY,Onondaga County
1202,2008,New York,36.0,"Onondaga County, NY",36067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,463472.0,6.3,NY,Onondaga County
1203,2008,New York,36.0,"Orange County, NY",36071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,370201.0,Unreliable,NY,Orange County
1204,2008,New York,36.0,"Orange County, NY",36071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,370201.0,Unreliable,NY,Orange County
1205,2008,New York,36.0,"Queens County, NY",36081.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12.0,2193623.0,Unreliable,NY,Queens County
1206,2008,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54.0,2193623.0,2.5,NY,Queens County
1207,2008,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53.0,2193623.0,2.4,NY,Queens County
1208,2008,New York,36.0,"Queens County, NY",36081.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13.0,2193623.0,Unreliable,NY,Queens County
1209,2008,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,463701.0,Unreliable,NY,Richmond County
1210,2008,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,463701.0,6.7,NY,Richmond County
1211,2008,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,98.0,1480218.0,6.6,NY,Suffolk County
1212,2008,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,1480218.0,4.1,NY,Suffolk County
1213,2008,New York,36.0,"Suffolk County, NY",36103.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,1480218.0,Unreliable,NY,Suffolk County
1214,2008,New York,36.0,"Westchester County, NY",36119.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,937449.0,3.4,NY,Westchester County
