,Year,State,State Code,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,County Name,State_Code
1140,2008,Nevada,32.0,"Washoe County, NV",32031.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,34.0,414793.0,8.2,Washoe County,NV
1141,2008,Nevada,32.0,"Washoe County, NV",32031.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35.0,414793.0,8.4,Washoe County,NV
1181,2008,New York,36.0,"Bronx County, NY",36005.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,59.0,1363488.0,4.3,Bronx County,NY
1182,2008,New York,36.0,"Bronx County, NY",36005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,69.0,1363488.0,5.1,Bronx County,NY
1183,2008,New York,36.0,"Bronx County, NY",36005.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45.0,1363488.0,3.3,Bronx County,NY
1184,2008,New York,36.0,"Bronx County, NY",36005.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,1363488.0,Unreliable,Bronx County,NY
1185,2008,New York,36.0,"Dutchess County, NY",36027.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17.0,296267.0,Unreliable,Dutchess County,NY
1186,2008,New York,36.0,"Erie County, NY",36029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,920571.0,4.1,Erie County,NY
1187,2008,New York,36.0,"Erie County, NY",36029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13.0,920571.0,Unreliable,Erie County,NY
1188,2008,New York,36.0,"Erie County, NY",36029.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,18.0,920571.0,Unreliable,Erie County,NY
1189,2008,New York,36.0,"Kings County, NY",36047.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,87.0,2460361.0,3.5,Kings County,NY
1190,2008,New York,36.0,"Kings County, NY",36047.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,75.0,2460361.0,3.0,Kings County,NY
1191,2008,New York,36.0,"Kings County, NY",36047.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10.0,2460361.0,Unreliable,Kings County,NY
1192,2008,New York,36.0,"Monroe County, NY",36055.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38.0,741018.0,5.1,Monroe County,NY
1193,2008,New York,36.0,"Monroe County, NY",36055.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,741018.0,Unreliable,Monroe County,NY
1194,2008,New York,36.0,"Nassau County, NY",36059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,73.0,1325129.0,5.5,Nassau County,NY
1195,2008,New York,36.0,"Nassau County, NY",36059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32.0,1325129.0,2.4,Nassau County,NY
1196,2008,New York,36.0,"Nassau County, NY",36059.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,14.0,1325129.0,Unreliable,Nassau County,NY
1197,2008,New York,36.0,"New York County, NY",36061.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,20.0,1587022.0,1.3,New York County,NY
1198,2008,New York,36.0,"New York County, NY",36061.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61.0,1587022.0,3.8,New York County,NY
1199,2008,New York,36.0,"New York County, NY",36061.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43.0,1587022.0,2.7,New York County,NY
1200,2008,New York,36.0,"New York County, NY",36061.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18.0,1587022.0,Unreliable,New York County,NY
1201,2008,New York,36.0,"Onondaga County, NY",36067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14.0,463472.0,Unreliable,Onondaga County,NY
1202,2008,New York,36.0,"Onondaga County, NY",36067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29.0,463472.0,6.3,Onondaga County,NY
1203,2008,New York,36.0,"Orange County, NY",36071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,370201.0,Unreliable,Orange County,NY
1204,2008,New York,36.0,"Orange County, NY",36071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,370201.0,Unreliable,Orange County,NY
1205,2008,New York,36.0,"Queens County, NY",36081.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12.0,2193623.0,Unreliable,Queens County,NY
1206,2008,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,54.0,2193623.0,2.5,Queens County,NY
1207,2008,New York,36.0,"Queens County, NY",36081.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53.0,2193623.0,2.4,Queens County,NY
1208,2008,New York,36.0,"Queens County, NY",36081.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13.0,2193623.0,Unreliable,Queens County,NY
1209,2008,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,463701.0,Unreliable,Richmond County,NY
1210,2008,New York,36.0,"Richmond County, NY",36085.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,463701.0,6.7,Richmond County,NY
1211,2008,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,98.0,1480218.0,6.6,Suffolk County,NY
1212,2008,New York,36.0,"Suffolk County, NY",36103.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,1480218.0,4.1,Suffolk County,NY
1213,2008,New York,36.0,"Suffolk County, NY",36103.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12.0,1480218.0,Unreliable,Suffolk County,NY
1214,2008,New York,36.0,"Westchester County, NY",36119.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,937449.0,3.4,Westchester County,NY
1215,2008,New York,36.0,"Westchester County, NY",36119.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,937449.0,2.1,Westchester County,NY
1292,2008,Oregon,41.0,"Clackamas County, OR",41005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,371103.0,Unreliable,Clackamas County,OR
1293,2008,Oregon,41.0,"Lane County, OR",41039.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27.0,348176.0,7.8,Lane County,OR
1294,2008,Oregon,41.0,"Lane County, OR",41039.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,348176.0,Unreliable,Lane County,OR
1295,2008,Oregon,41.0,"Marion County, OR",41047.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,309729.0,Unreliable,Marion County,OR
1297,2008,Oregon,41.0,"Multnomah County, OR",41051.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,87.0,712989.0,12.2,Multnomah County,OR
1298,2008,Oregon,41.0,"Multnomah County, OR",41051.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,712989.0,Unreliable,Multnomah County,OR
1299,2008,Oregon,41.0,"Washington County, OR",41067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16.0,515815.0,Unreliable,Washington County,OR
1372,2008,Texas,48.0,"Bexar County, TX",48029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,102.0,1651709.0,6.2,Bexar County,TX
1373,2008,Texas,48.0,"Bexar County, TX",48029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40.0,1651709.0,2.4,Bexar County,TX
1374,2008,Texas,48.0,"Brazoria County, TX",48039.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18.0,301336.0,Unreliable,Brazoria County,TX
1375,2008,Texas,48.0,"Collin County, TX",48085.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23.0,741264.0,3.1,Collin County,TX
1376,2008,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12.0,2314018.0,Unreliable,Dallas County,TX
1377,2008,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,95.0,2314018.0,4.1,Dallas County,TX
1378,2008,Texas,48.0,"Dallas County, TX",48113.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39.0,2314018.0,1.7,Dallas County,TX
1379,2008,Texas,48.0,"Dallas County, TX",48113.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,16.0,2314018.0,Unreliable,Dallas County,TX
1380,2008,Texas,48.0,"Denton County, TX",48121.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,630104.0,3.2,Denton County,TX
1381,2008,Texas,48.0,"Denton County, TX",48121.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,630104.0,Unreliable,Denton County,TX
1382,2008,Texas,48.0,"El Paso County, TX",48141.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31.0,769930.0,4.0,El Paso County,TX
1383,2008,Texas,48.0,"El Paso County, TX",48141.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,769930.0,Unreliable,El Paso County,TX
1384,2008,Texas,48.0,"Galveston County, TX",48167.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,288643.0,Unreliable,Galveston County,TX
1385,2008,Texas,48.0,"Galveston County, TX",48167.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20.0,288643.0,6.9,Galveston County,TX
1387,2008,Texas,48.0,"Harris County, TX",48201.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,12.0,3938580.0,Unreliable,Harris County,TX
1388,2008,Texas,48.0,"Harris County, TX",48201.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,94.0,3938580.0,2.4,Harris County,TX
1389,2008,Texas,48.0,"Harris County, TX",48201.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,135.0,3938580.0,3.4,Harris County,TX
1390,2008,Texas,48.0,"Harris County, TX",48201.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,29.0,3938580.0,0.7,Harris County,TX
1391,2008,Texas,48.0,"Hidalgo County, TX",48215.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13.0,736694.0,Unreliable,Hidalgo County,TX
1392,2008,Texas,48.0,"Hunt County, TX",48231.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,84447.0,Unreliable,Hunt County,TX
1393,2008,Texas,48.0,"Jefferson County, TX",48245.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31.0,249430.0,12.4,Jefferson County,TX
1394,2008,Texas,48.0,"Lubbock County, TX",48303.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,268197.0,Unreliable,Lubbock County,TX
1395,2008,Texas,48.0,"Montgomery County, TX",48339.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,429818.0,Unreliable,Montgomery County,TX
1396,2008,Texas,48.0,"Montgomery County, TX",48339.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36.0,429818.0,8.4,Montgomery County,TX
1397,2008,Texas,48.0,"Nueces County, TX",48355.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24.0,333526.0,7.2,Nueces County,TX
1398,2008,Texas,48.0,"Nueces County, TX",48355.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10.0,333526.0,Unreliable,Nueces County,TX
1399,2008,Texas,48.0,"Orange County, TX",48361.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,82612.0,Unreliable,Orange County,TX
1400,2008,Texas,48.0,"Tarrant County, TX",48439.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,1745602.0,2.7,Tarrant County,TX
1401,2008,Texas,48.0,"Tarrant County, TX",48439.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60.0,1745602.0,3.4,Tarrant County,TX
1402,2008,Texas,48.0,"Travis County, TX",48453.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32.0,980699.0,3.3,Travis County,TX
1403,2008,Texas,48.0,"Travis County, TX",48453.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22.0,980699.0,2.2,Travis County,TX
1404,2008,Texas,48.0,"Travis County, TX",48453.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13.0,980699.0,Unreliable,Travis County,TX
1405,2008,Texas,48.0,"Webb County, TX",48479.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,240287.0,Unreliable,Webb County,TX
1406,2008,Texas,48.0,"Wichita County, TX",48485.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15.0,130340.0,Unreliable,Wichita County,TX
1407,2008,Texas,48.0,"Williamson County, TX",48491.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,395437.0,Unreliable,Williamson County,TX
1421,2008,Virginia,51.0,"Chesterfield County, VA",51041.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20.0,309837.0,6.5,Chesterfield County,VA
1422,2008,Virginia,51.0,"Fairfax County, VA",51059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22.0,1044178.0,2.1,Fairfax County,VA
1423,2008,Virginia,51.0,"Fairfax County, VA",51059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,1044178.0,Unreliable,Fairfax County,VA
1424,2008,Virginia,51.0,"Henrico County, VA",51087.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,19.0,300198.0,Unreliable,Henrico County,VA
1425,2008,Virginia,51.0,"Henry County, VA",51089.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,55073.0,Unreliable,Henry County,VA
1426,2008,Virginia,51.0,"Richmond city, VA",51760.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22.0,202254.0,10.9,Richmond city,VA
1427,2008,Virginia,51.0,"Virginia Beach city, VA",51810.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,433331.0,Unreliable,Virginia Beach city,VA
1428,2008,Virginia,51.0,"Virginia Beach city, VA",51810.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14.0,433331.0,Unreliable,Virginia Beach city,VA
1504,2009,Arkansas,5.0,"Benton County, AR",5007.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12.0,216620.0,Unreliable,Benton County,AR
1505,2009,Arkansas,5.0,"Craighead County, AR",5031.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19.0,95482.0,Unreliable,Craighead County,AR
1506,2009,Arkansas,5.0,"Garland County, AR",5051.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,11.0,95840.0,Unreliable,Garland County,AR
1507,2009,Arkansas,5.0,"Pulaski County, AR",5119.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21.0,380053.0,5.5,Pulaski County,AR
1508,2009,Arkansas,5.0,"Sebastian County, AR",5131.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11.0,125116.0,Unreliable,Sebastian County,AR
1509,2009,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13.0,1498539.0,Unreliable,Alameda County,CA
1510,2009,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31.0,1498539.0,2.1,Alameda County,CA
1511,2009,California,6.0,"Alameda County, CA",6001.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,73.0,1498539.0,4.9,Alameda County,CA
1512,2009,California,6.0,"Alameda County, CA",6001.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,21.0,1498539.0,1.4,Alameda County,CA
1513,2009,California,6.0,"Amador County, CA",6005.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,38238.0,Unreliable,Amador County,CA
1514,2009,California,6.0,"Butte County, CA",6007.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11.0,219777.0,Unreliable,Butte County,CA
1515,2009,California,6.0,"Butte County, CA",6007.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36.0,219777.0,16.4,Butte County,CA
1516,2009,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,21.0,1037890.0,2.0,Contra Costa County,CA
1517,2009,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30.0,1037890.0,2.9,Contra Costa County,CA
1518,2009,California,6.0,"Contra Costa County, CA",6013.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28.0,1037890.0,2.7,Contra Costa County,CA
1519,2009,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,180455.0,Unreliable,El Dorado County,CA
1520,2009,California,6.0,"El Dorado County, CA",6017.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16.0,180455.0,Unreliable,El Dorado County,CA
1521,2009,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,24.0,921478.0,2.6,Fresno County,CA
1522,2009,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,51.0,921478.0,5.5,Fresno County,CA
1523,2009,California,6.0,"Fresno County, CA",6019.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,921478.0,2.6,Fresno County,CA
1524,2009,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15.0,133744.0,Unreliable,Humboldt County,CA
1525,2009,California,6.0,"Humboldt County, CA",6023.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17.0,133744.0,Unreliable,Humboldt County,CA
1526,2009,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,17.0,830137.0,Unreliable,Kern County,CA
1527,2009,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47.0,830137.0,5.7,Kern County,CA
1528,2009,California,6.0,"Kern County, CA",6029.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54.0,830137.0,6.5,Kern County,CA
1529,2009,California,6.0,"Lake County, CA",6033.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10.0,64413.0,Unreliable,Lake County,CA
1530,2009,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,54.0,9787400.0,0.6,Los Angeles County,CA
1531,2009,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,260.0,9787400.0,2.7,Los Angeles County,CA
1532,2009,California,6.0,"Los Angeles County, CA",6037.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,304.0,9787400.0,3.1,Los Angeles County,CA
1533,2009,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,24.0,9787400.0,0.2,Los Angeles County,CA
1534,2009,California,6.0,"Los Angeles County, CA",6037.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,75.0,9787400.0,0.8,Los Angeles County,CA
1535,2009,California,6.0,"Los Angeles County, CA",6037.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,18.0,9787400.0,Unreliable,Los Angeles County,CA
1536,2009,California,6.0,"Monterey County, CA",6053.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18.0,410263.0,Unreliable,Monterey County,CA
1537,2009,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,28.0,2987177.0,0.9,Orange County,CA
1538,2009,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,102.0,2987177.0,3.4,Orange County,CA
1539,2009,California,6.0,"Orange County, CA",6059.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,136.0,2987177.0,4.6,Orange County,CA
1540,2009,California,6.0,"Orange County, CA",6059.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,12.0,2987177.0,Unreliable,Orange County,CA
1541,2009,California,6.0,"Orange County, CA",6059.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,30.0,2987177.0,1.0,Orange County,CA
1542,2009,California,6.0,"Orange County, CA",6059.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,13.0,2987177.0,Unreliable,Orange County,CA
1543,2009,California,6.0,"Placer County, CA",6061.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24.0,343810.0,7.0,Placer County,CA
1544,2009,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,28.0,2146725.0,1.3,Riverside County,CA
1545,2009,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,107.0,2146725.0,5.0,Riverside County,CA
1546,2009,California,6.0,"Riverside County, CA",6065.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,62.0,2146725.0,2.9,Riverside County,CA
1547,2009,California,6.0,"Riverside County, CA",6065.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,2146725.0,Unreliable,Riverside County,CA
1548,2009,California,6.0,"Riverside County, CA",6065.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15.0,2146725.0,Unreliable,Riverside County,CA
1549,2009,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,41.0,1408601.0,2.9,Sacramento County,CA
1550,2009,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,35.0,1408601.0,2.5,Sacramento County,CA
1551,2009,California,6.0,"Sacramento County, CA",6067.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,117.0,1408601.0,8.3,Sacramento County,CA
1552,2009,California,6.0,"Sacramento County, CA",6067.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,27.0,1408601.0,1.9,Sacramento County,CA
1553,2009,California,6.0,"San Bernardino County, CA",6071.0,"Mental and behavioural disorders due to use of opioids, harmful use",F11.1,13.0,2013960.0,Unreliable,San Bernardino County,CA
1554,2009,California,6.0,"San Bernardino County, CA",6071.0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use",F15.1,11.0,2013960.0,Unreliable,San Bernardino County,CA
1555,2009,California,6.0,"San Bernardino County, CA",6071.0,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,64.0,2013960.0,3.2,San Bernardino County,CA
1556,2009,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,15.0,2013960.0,Unreliable,San Bernardino County,CA
1557,2009,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,33.0,2013960.0,1.6,San Bernardino County,CA
1558,2009,California,6.0,"San Bernardino County, CA",6071.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26.0,2013960.0,1.3,San Bernardino County,CA
1559,2009,California,6.0,"San Bernardino County, CA",6071.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,10.0,2013960.0,Unreliable,San Bernardino County,CA
1560,2009,California,6.0,"San Bernardino County, CA",6071.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,11.0,2013960.0,Unreliable,San Bernardino County,CA
1561,2009,California,6.0,"San Bernardino County, CA",6071.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,24.0,2013960.0,1.2,San Bernardino County,CA
